Sentence	Request
Please include the following language:	1
Thank you for your interest in attending the July 19 Information Break on 20 Back Up Child Care for Enron employees.	1
Next time you get to Houston, please give me a call 713-8536-894 .	1
Also, please send me a copy of the interrogatory response in 20 the California case that you mentioned to me in the last week or so, so tha t 20 we can revisit coverage on that matter.	1
Please provide this information to Benjamin Rogers.	1
Can you please look at it to make sure it matches your records?	1
Please review the enclosed and let me know if you have any comments.	1
Please follow are current practice and pay the lower price.	1
Please remove me from your mailing list	1
Please think of who you would like to include in the program, and send me your initial list by noon tomorrow Thursday, January 11 .	1
Please save this email with your new Username for future reference.	1
Please, remind me to order flowers for Paula Monday.	1
Please mention Your Priority Code of PB123EMB.	1
I don't know if you want to go or if you plan on sending one of the developers, but will you schedule this meeting since I won't be negotiating this part of it .	1
Please call me at x39509 to discuss.	1
Please revise my entry in the Web Directory to show my new e-mail address - Mark.Taylor@enron.com - and my Greek affiliation as Zeta Beta Tau.	1
Can you look into the Transport piece?	1
Please forward along to others.	1
Please review the attached documents, and I'll continue to refine them along the way.	1
If this is a Columbia Energy Services gas control issue, please direct your inquiry to David Scott at dscott@columbiaenergy.com.	1
In the future please cc: myself on any of these E-mails and I will make sure they are taken care of promptly.	1
Call me when you get this please?	1
Forwarded by Vince J Kaminski/HOU/ECT on 10/13/2000 09:08 AM	1
Please print each of these documents so you can review an actual copy.	1
Please respond directly to jfd@jonesforest.com	1
Also, we ask that you give us the opportunity to resolve this problem, and NOT come to the Computing Services Front Desk, with a deluge of complaints.	1
Please expedite.	1
Kim, Please review the attached confirmation letter to see if it correctly reflects your transaction.	1
Could you please have John email you the directions to his house and when would be a good time to come by and install the equipment?	1
Please, call me and leave a message on my voice mail if there is any question.	1
Please check the University of California Energy Institute web site http://www.ucei.berkeley.edu/ucei/ .	1
Please call when you get a chance.	1
Could you please send us a copy of the following executed confirmations:	1
Please respond to nytdirect Wednesday, May 9, 2001	1
Veronica, please send an e-mail to Jeff / Stacy requesting changes to Threshold for the LC's as discussed so I can make changes to my forms.	1
Please make the requested change to the signature blocks on the following docs in my CA directory:	1
Will you please register these 4 names: enronemissionsservices.com enronemissionservices.com emissionsservices.com emissionservices.com The slight difference between each pair is that one has the s on emissions and one does not.	1
please try to get this in my P/L tonight.	1
Please get back to me as soon as possible I'm setting up the template in Global Contracts right now .	1
give me a call at work sometime.. 713-8536-203	1
Bridgette - Please extend global contract # 9-6030-149 with Washington Energy.	1
Please print and hand off to me so I can head it during Bill's mtg.	1
TO REQUEST YOUR COMPLIMENTARY COPY OF THIS REPORT, PLEASE REPLY TO THIS MESSAGE.?	1
Could you schedule sometime next week so that we can meet face to face?	1
Call me when you can.	1
I was hoping to find out the team colors before odering practice shirts.	1
Please share this information with your customer and let me know about your response on this project?	1
Please feel free to fax or email to your customers as you see necessary, but please use the RSVP forms for the trip they will be attending July or August .	1
Can you find out the details of his agreement?	1
Also, please indicate to the sender that you have received this email in error, and delete the copy you received.	1
mike, would you set up a PG&E/SCE coordination meeting my assistant is sick today ?	1
Could you please print this, and put in a big binder?	1
It will be especially important to send the EPA materials to Prabhat copy of cover letter to Nancy and Cathy, copy also me as quickly as possible and then to make sure that the meetings scheduled for this Friday Oct 5 occur; let me know if I can help bird-dog anything.	1
Add this to the report database.	1
Please clarify if our contractors including engineering services on the Texas-Mexico HVDC project are required to be off-balance sheet.	1
Please have the operating companies for both Daren Farmer and Stacey Neuweiler moved from Enron North America Co 413 to Houston Pipeline Company 012 ASAP.	1
Please call Vince Strohmeyer at 713-8536-701 with any questions you may have.	1
Could you please confirm that they are ready to fully enact the agreement and lower the margin requirements as of tomorrow?	1
Alos, please ask them to send on Exhibits A through C for our review.	1
Please call 281-2303-299 in reference to an article found at Houston Intercontinental Airport.	1
Julee Malinowski-Ball jmball@ns.net 01/05/2001 04:44 PM Please respond to Julee Malinowski-Ball To: kent Palmerton kent.palmerton@williams.com , Bill Carlson william carlson@wastemanagement.com , Bill Woods billw@calpine.com , Bob Ellery bellery@spi-ind.com , Bob Escalante rescalante@riobravo-gm.com , Carolyn Baker cabaker@duke-energy.com , Curtis Kebler curtis l kebler@reliantenergy.com , David Keane dnke@dynegy.com , David Parquet dparque@ect.enron.com , Dean Gosselin dean gosselin@fpl.com , Duane Nelson dnelsen@msn.com , Ed Tomeo ed.tomeo@uaecorp.com , Frank DeRosa fderosa@sanfrancisco.usgen.com , Greg Blue gtbl@dynegy.com , Hap Boyd rboyd@enron.com , Jack Pigott jackp@calpine.com , Jeff Dasovich Jeff.Dasovich@enron.com , Jim Willey elliottsa@earthlink.net , Joe Greco joe.greco@uaecorp.com , Joe Ronan joer@calpine.com , John Stout john h stout@reliantenergy.com , Jonathan Weisgall jweisgall@aol.com , Kassandra Gough kgough@calpine.com , Ken Hoffman khoffman@caithnessenergy.com , Kent Fickett kfickett@usgen.com , Lynn Lednicky lale@dynegy.com , Marty McFadden marty mcfadden@ogden-energy.com , Nam Nguyen nam.nguyen@powersrc.com , Paula Soos paula soos@ogden-energy.com , Richard Hyde rwhyde@duke-energy.com , Robert Lamkin rllamkin@seiworldwide.com , Roger Pelote roger.pelote@williams.com , Stephanie Newell stephanie-newell@reliantenergy.com , Steve Ponder steve ponder@fpl.com , Steven Kelley steven@iepa.com , Sue Mara smara@enron.com , Tandy McMannes mcmannes@aol.com , Tony Wetzel twetzel@thermoecotek.com , Trond Aschehoug taschehoug@thermoecotek.com , William Hall wfhall2@duke-energy.com cc: Susan McCabe sfmccabe@mindspring.com , Scott Govenar sgovenar@govadv.com , Ron Tom thackbarth@govadv.com , Robert Ross robbiz@cwo.com , Phil Isenberg Isenberg@HMOT.com , Mike Monagan mrmonagan@aol.com , Maureen OHaren Oharen@HMOT.com , Marie Moretti marie moretti@msn.com , Kassandra Gough kgough@calpine.com , Jenn Paulsen paulsen@hmot.com , Jamie Parker jparker@hmot.com , Hedy Govenar hgovenar@acom2.com , DJ Smith djsmith@smithandkempton.com , Delany Hunter dhunter@smithandkempton.com , Cary Rudman cjrudman@softcom.net , Bev Hansen bhansen@lhom.com , Anne Kelly kelly@hnks.com , Chuck Cole ccole@advocation-inc.com , Jan Smutny Jones smutny@iepa.com , Steven Kelley steven@iepa.com , Katie Kaplan kaplan@iepa.com Subject: Phone Call From Rod Wright	1
